task_id,level,correct_ep_0,correct_ep_1,correct_ep_2,correct_ep_3,correct_ep_4,correct_ep_5,correct_ep_6,correct_ep_7,correct_ep_8,correct_ep_10,correct_ep_12,correct_ep_14,correct_ep_16
1da012fc,easy,False,False,False,False,False,False,False,True,False,False,False,False,False
575b1a71,easy,False,False,False,False,True,True,False,False,False,False,True,True,False
66e6c45b,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
fafd9572,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
ea959feb,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
cd3c21df,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
8597cfd7,easy,False,False,True,True,True,True,True,True,True,True,True,True,True
3194b014,easy,False,False,True,False,True,True,True,True,True,True,True,True,True
2546ccf6,easy,False,False,False,False,True,False,False,False,False,False,False,False,False
45bbe264,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
da2b0fe3,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
e1baa8a4,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
833dafe3,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
4cd1b7b2,easy,False,True,False,True,False,True,True,False,False,False,True,True,False
7d1f7ee8,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
af24b4cc,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
963f59bc,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
d37a1ef5,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
358ba94e,easy,False,True,False,False,False,False,False,False,False,False,False,False,False
c3202e5a,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
2753e76c,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
f3cdc58f,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
55059096,easy,False,False,True,True,True,False,False,True,True,False,False,False,True
845d6e51,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
3b4c2228,easy,False,False,True,True,False,True,True,True,True,True,True,True,True
c7d4e6ad,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
e7dd8335,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
94be5b80,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
bf89d739,easy,False,False,False,False,False,False,True,False,False,False,False,False,True
516b51b7,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
c87289bb,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
94414823,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
dc2e9a9d,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
e57337a4,easy,False,False,False,False,True,False,True,False,False,False,False,False,False
4aab4007,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
4b6b68e5,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
8a371977,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
1c0d0a4b,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
759f3fd3,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
8dae5dfc,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
a934301b,easy,False,False,False,False,True,False,False,False,False,False,False,False,False
4e469f39,easy,False,False,False,False,False,True,True,False,True,True,False,False,False
6df30ad6,easy,False,False,False,False,True,True,False,False,False,True,False,True,False
f5aa3634,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
fc754716,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
92e50de0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
31adaf00,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
7d18a6fb,easy,False,False,False,False,False,False,False,False,True,False,False,True,False
551d5bf1,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
73182012,easy,False,False,True,True,True,True,True,True,True,True,True,True,True
5ffb2104,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
62ab2642,easy,False,False,False,False,False,False,False,False,True,False,False,True,False
42a15761,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
68b67ca3,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
903d1b4a,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
642d658d,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
00576224,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
9b4c17c4,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
21f83797,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
0b17323b,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
6ea4a07e,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
a04b2602,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
59341089,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
e7a25a18,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
e88171ec,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
e9c9d9a1,easy,False,False,True,True,False,True,True,True,True,True,True,True,True
09c534e7,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
88207623,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
a406ac07,easy,False,True,False,False,True,False,True,True,True,True,True,True,True
c8b7cc0f,easy,False,True,False,True,True,True,True,True,True,True,True,True,True
ac0c5833,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
d931c21c,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
7c9b52a0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
95a58926,easy,False,False,False,True,True,True,True,True,True,True,True,True,True
a680ac02,easy,False,False,False,True,True,True,True,True,False,True,True,True,True
cad67732,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
ef26cbf6,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
f823c43c,easy,False,False,True,False,False,False,True,False,False,True,True,False,True
72a961c9,easy,False,False,True,True,True,False,False,True,False,True,True,True,False
e760a62e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
b7cb93ac,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
3ee1011a,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
50aad11f,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
1d398264,easy,False,False,False,False,True,True,False,False,False,False,False,False,False
c64f1187,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
fb791726,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
8fbca751,easy,False,False,True,False,False,True,True,True,True,True,True,False,True
b7999b51,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
3490cc26,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
7ee1c6ea,easy,False,False,True,True,True,True,True,True,True,True,True,True,True
2b01abd0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
aa4ec2a5,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
b7fb29bc,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
f0df5ff0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
414297c0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
58743b76,easy,False,False,False,False,False,False,False,True,False,False,False,False,False
6f473927,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
c074846d,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
2072aba6,easy,False,False,False,True,True,True,True,True,True,True,True,True,True
319f2597,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
84f2aca1,easy,False,False,False,True,False,False,True,True,False,False,False,False,False
cf133acc,easy,False,False,True,True,False,False,True,True,False,True,False,False,True
009d5c81,easy,False,False,False,False,False,False,True,False,True,False,False,False,False
2f0c5170,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
c6e1b8da,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
e4075551,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
917bccba,easy,False,False,True,True,True,True,True,True,True,True,True,True,True
e66aafb8,easy,False,False,True,False,False,True,False,True,False,True,False,True,True
f83cb3f6,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
0becf7df,easy,False,False,True,False,False,True,True,True,False,False,False,True,True
62b74c02,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
642248e4,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
477d2879,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
137f0df0,easy,False,False,False,False,True,False,True,False,False,False,False,True,True
93b4f4b3,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
f21745ec,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
29700607,easy,False,True,True,False,True,False,True,True,True,True,True,True,True
b0f4d537,easy,False,False,False,False,False,False,False,False,False,False,False,True,False
e9ac8c9e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
1a2e2828,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
52fd389e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
770cc55f,easy,False,False,True,True,True,True,True,True,True,True,True,True,True
782b5218,easy,False,False,True,False,False,False,True,False,False,True,True,True,False
712bf12e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
d304284e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
f0afb749,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
3a301edc,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
e681b708,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
3391f8c0,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
e74e1818,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
070dd51e,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
50a16a69,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
0607ce86,easy,False,True,True,True,True,True,True,True,True,True,True,True,True
1c02dbbe,easy,False,False,False,False,False,False,False,False,False,False,False,False,False
9c1e755f,medium,False,False,True,True,True,False,True,True,True,True,True,True,True
ac3e2b04,medium,False,False,False,True,True,True,False,False,True,True,False,True,True
0bb8deee,medium,False,False,False,True,True,False,True,True,False,True,False,True,True
762cd429,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e7639916,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
42918530,medium,False,False,False,True,True,False,True,True,False,True,True,True,True
ca8de6ea,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
e1d2900e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
5289ad53,medium,False,True,False,False,True,False,False,False,False,False,False,False,True
8ee62060,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
aee291af,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
2697da3f,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
351d6448,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
7bb29440,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
97239e3d,medium,False,False,False,False,False,False,False,False,True,False,False,False,False
bcb3040b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
f3e62deb,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
54db823b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
64a7c07e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e95e3d8e,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
99306f82,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e0fb7511,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
ae58858e,medium,False,False,True,False,False,True,False,False,False,False,True,True,True
992798f6,medium,False,False,False,False,True,False,True,False,True,True,True,False,True
9a4bb226,medium,False,False,False,True,False,False,True,False,False,False,True,False,False
15113be4,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
93c31fbe,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9f27f097,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e9b4f6fc,medium,False,False,True,False,True,False,False,False,False,False,False,False,False
20818e16,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
be03b35f,medium,False,False,False,True,False,True,False,True,False,True,True,True,False
03560426,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
bbb1b8b6,medium,False,False,False,False,False,False,True,True,False,True,True,True,True
27a77e38,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9bebae7a,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
281123b4,medium,False,False,True,True,True,True,True,True,True,True,True,True,True
3f23242b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
626c0bcc,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
896d5239,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9ddd00f0,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e69241bd,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
fd096ab6,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
fe9372f3,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
69889d6e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
df8cc377,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e619ca6e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
184a9768,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
de493100,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
0a2355a6,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
15663ba9,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
256b0a75,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
7039b2d7,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
7c8af763,medium,False,False,False,False,False,False,False,False,False,False,False,False,True
f4081712,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
4e45f183,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
aa18de87,medium,False,False,True,True,False,False,False,True,False,False,False,True,False
b457fec5,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
b9630600,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e21a174a,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e633a9e5,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
0c786b71,medium,False,True,False,True,False,False,False,False,True,True,True,True,False
0d87d2a6,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d2acf2cb,medium,False,False,True,False,False,False,False,True,False,False,False,False,False
0e671a1a,medium,False,False,True,False,True,True,True,True,True,True,True,True,True
140c817e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
baf41dbf,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
2c0b0aff,medium,False,False,True,True,True,True,True,False,True,True,False,True,False
20981f0e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
12997ef3,medium,False,False,False,False,False,False,False,False,False,False,False,True,False
ed74f2f2,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
1d0a4b61,medium,False,False,False,False,False,True,True,True,True,True,True,True,True
981571dc,medium,False,True,True,True,True,True,True,True,True,True,False,True,False
b1fc8b8e,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
bd14c3bf,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
6ad5bdfd,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
17b80ad2,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
12422b43,medium,False,True,True,False,True,True,True,False,True,True,True,True,True
6a11f6da,medium,False,False,False,True,True,True,True,True,True,True,True,True,True
11e1fe23,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
a59b95c0,medium,False,False,False,True,True,True,True,True,True,True,True,True,True
456873bc,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
15696249,medium,False,False,False,True,True,True,True,True,True,True,True,True,True
25094a63,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9c56f360,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
a3f84088,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
c658a4bd,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e133d23d,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
ecaa0ec1,medium,False,False,False,False,True,False,False,False,False,False,False,False,False
e872b94a,medium,False,True,True,False,True,True,False,False,True,True,True,False,False
73ccf9c2,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
4acc7107,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
639f5a19,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
1a6449f1,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
16b78196,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
2c737e39,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
60a26a3e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9b365c51,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
ac2e8ecf,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e5790162,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9772c176,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d282b262,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d47aa2ff,medium,False,False,True,False,False,False,True,True,False,False,False,False,False
d56f2372,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
2685904e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9356391f,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d492a647,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e345f17b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
60c09cac,medium,False,False,True,True,True,False,True,True,True,True,True,True,True
695367ec,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
5207a7b5,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
c62e2108,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e9bb6954,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
22a4bbc2,medium,False,False,False,False,False,True,True,True,True,True,True,True,True
b20f7c8b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
c97c0139,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
8ba14f53,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
5b6cbef5,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
a096bf4d,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
ff72ca3e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9b2a60aa,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e41c6fd3,medium,False,False,False,False,False,False,False,True,False,False,False,False,False
40f6cd08,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
505fff84,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
96a8c0cd,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
bb52a14b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d94c3b52,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
f9d67f8b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
5af49b42,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
72207abc,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
4c177718,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
67b4a34d,medium,False,False,False,False,False,False,True,False,False,False,False,False,False
7e02026e,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
48131b3c,medium,False,False,True,True,True,True,True,True,True,True,True,True,True
af22c60d,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
ce8d95cc,medium,False,True,True,True,True,True,True,True,True,True,True,True,True
d017b73f,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
0f63c0b9,medium,False,False,False,True,False,False,False,False,False,False,False,False,True
103eff5b,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
13713586,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
17cae0c1,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
18419cfa,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
212895b5,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
32e9702f,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
cb227835,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
d4b1c2b1,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
f8be4b64,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
4852f2fa,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
dd2401ed,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
9caba7c3,medium,False,False,False,False,False,False,False,False,False,False,False,False,False
e5c44e8f,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
604001fa,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
1e81d6f9,hard,False,False,False,False,False,True,False,False,True,True,False,False,True
e78887d1,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
4364c1c4,hard,False,True,False,False,False,False,False,False,False,False,False,False,False
14754a24,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
c1990cce,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
85fa5666,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
a57f2f04,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
9def23fe,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
c35c1b4c,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
506d28a5,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
79369cc6,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
c48954c1,hard,False,True,True,True,True,True,True,True,True,True,True,True,True
cfb2ce5a,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
2037f2c7,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
85b81ff1,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
55783887,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
696d4842,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
da515329,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
d5c634a2,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
bc4146bd,hard,False,True,True,True,True,True,True,True,True,True,True,True,True
ac605cbb,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
27f8ce4f,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
2a5f8217,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
bf32578f,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
817e6c09,hard,False,False,False,False,False,False,True,False,False,False,False,False,False
ccd554ac,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
fd4b2b02,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
195ba7dc,hard,False,False,False,False,True,True,True,True,True,True,True,True,True
73c3b0d8,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
f3b10344,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
48f8583b,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
c663677b,hard,False,True,True,True,True,True,True,True,True,True,True,True,True
e7b06bea,hard,False,False,True,False,True,True,True,True,True,True,True,True,True
12eac192,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
423a55dc,hard,False,False,False,True,True,False,False,False,False,False,True,True,True
aab50785,hard,False,False,True,True,True,True,True,True,True,True,True,True,True
66f2d22f,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
0692e18c,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
c92b942c,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
3ed85e70,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
84db8fc4,hard,False,False,False,False,True,False,False,False,False,False,False,False,False
8b28cd80,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
ce039d91,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
d19f7514,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
dc2aa30b,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
b7f8a4d8,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
ed98d772,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
f5c89df1,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
b0722778,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
37d3e8b2,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
50f325b5,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
08573cc6,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
310f3251,hard,False,False,False,True,True,False,False,False,False,False,True,True,True
7d419a02,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
3d31c5b3,hard,False,False,False,True,False,False,False,False,False,False,False,False,False
7953d61e,hard,False,False,True,False,False,False,False,False,True,True,True,True,False
8e2edd66,hard,False,False,False,False,False,False,False,False,False,False,False,True,False
b942fd60,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
929ab4e9,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
94133066,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
136b0064,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
90347967,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
5d2a5c43,hard,False,False,False,False,False,False,False,False,False,False,False,False,False
e99362f0,expert,False,False,False,False,False,False,True,False,True,False,True,False,True
1acc24af,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
f9a67cb5,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
ad7e01d0,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
ea9794b1,expert,False,False,False,False,False,False,True,False,False,True,False,True,False
58e15b12,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
891232d6,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
5833af48,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
4ff4c9da,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
5b692c0f,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
e2092e0c,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
0934a4d8,expert,False,False,False,False,False,False,False,False,False,False,False,False,False
